0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,30.0,0.19325759468800002,4.122357382561991,2.3214748694695464,-0.35731920437926074,0.0
0.0,0.0,1.0,60.0,-0.03661562131000002,4.232029283436017,1.2236852458211356,-0.005918443179183936,0.0
0.0,1.0,0.0,40.0,-0.008436255395000012,4.29254668503444,3.553849975039949,-0.3117440601820843,0.0
0.0,0.0,1.0,70.0,-0.01793226897,4.2150207666206425,1.631438462665865,-0.0027114101751479613,0.0
0.0,0.0,1.0,20.0,0.007707006858999989,3.368099289413278,2.1966238907967703,-0.1630874939948888,0.0
1.0,0.0,0.0,20.0,0.03693029446000003,3.875340210297745,0.7957839779067171,0.18747383771452958,0.0
0.0,0.0,0.0,30.0,-0.7884067394,4.26407600599788,0.9970682066630463,-0.1395030552377826,0.0
1.0,0.0,0.0,90.0,0.04970425927000003,8.481963265748078,0.6653546578539133,0.011669662341996165,0.0
1.0,0.0,0.0,20.0,0.005747021900000004,4.669660084864687,1.4931947732915294,0.26049105149995483,0.0
0.0,0.0,0.0,10.0,-0.43788902059,3.2716427739106693,1.3609696760608383,-0.03248937295698071,0.0
0.0,1.0,0.0,20.0,0.037398824470000015,4.618161118213034,5.241716736330726,0.009023762856940919,0.0
0.0,1.0,0.0,70.0,-0.13072008716000005,4.892247381752951,1.1193477311222484,-0.1341427480303074,0.0
1.0,0.0,0.0,90.0,0.05204853359000002,5.448229004562507,0.650420135002276,-0.018786370588033705,0.0
0.0,0.0,0.0,70.0,0.17850745846999996,4.403173126217977,0.709158795485012,-0.19516468574174609,0.0
0.0,1.0,0.0,70.0,0.026680373120000003,3.958361446149994,0.8535766064608681,-0.20376198684694782,0.0
0.0,1.0,0.0,90.0,-0.03414280239999998,4.33632234169215,0.7539162716872077,-0.40880118523415176,0.0
0.0,0.0,0.0,30.0,-0.07068294208000003,4.115390412498673,1.3805601844307924,0.0353806065102078,0.0
1.0,0.0,0.0,60.0,0.012367341099999997,8.359940308470948,0.9912817886703826,0.024541882687219962,0.0
0.0,0.0,1.0,20.0,-0.012276426379999972,3.1297544466733265,2.265885008662681,-0.22725436009407282,0.0
0.0,1.0,0.0,60.0,0.03194093348000002,4.643116682998595,1.821134845438218,-0.42177301251245725,0.0
0.0,0.0,0.0,70.0,-0.133866380596,5.519990521722318,1.4671225192318085,-0.2087672413521828,0.0
0.0,0.0,1.0,60.0,0.004006478630000007,4.225378048996647,0.9793111088607214,-0.26500468208374,0.0
0.0,1.0,0.0,60.0,0.03887388661100001,4.65179775215931,1.825264479536279,-0.6234764811491146,0.0
0.0,0.0,1.0,70.0,0.04007050003999998,4.768850480096336,0.8594531498708164,-0.22119936210008032,0.0
